rank,name,archetype,tier,fit_score,ranked_score,commune,postcode,address,lat,lon,phone,email,website,reasoning,sources,source_id
91,TinyBy,treehouse_hotel,A,8.0,11.20,Thomery,77810,12 Rue des Chardonnières,48.4062314,2.7877819,+33 6 12 23 77 79,TinyByThomery@gmail.com,https://www.tinybythomery.com/,Treehouse hotel explicitly indicates mature trees and premium positioning; guests already seek elevated outdoor experiences. High likelihood of budget and long-term control.,osm,osm:node/9318846329
92,La Thomeryonne,treehouse_hotel,A,8.0,11.20,Thomery,77810,18 Rue du 4 Septembre,48.4085808,2.7875274,,,https://www.gites-de-france.com/fr/ile-de-france/seine-et-marne/la-thomeryonne-77g551,Treehouse hotel with established tree infrastructure and premium guest demographic valuing adventure and nature. Strong fit for rope-net addition.,osm,osm:node/9340765290
93,Grimp à l'Arb parcours acrobatique,accrobranche,A,8.0,11.20,,,,49.3735643,2.9677346,,,http://www.grimpalarb.fr,"Grimp à l'Arb is an accrobranche operator with existing climbing-adventure infrastructure, proven audience for active outdoor play, and established business model suggesting adequate budget.",osm,osm:node/2024927493
94,Accrobranche Canopée Aventure,accrobranche,A,8.0,11.20,,,,49.3885274,3.2056526,,,http://www.canopeeaventure.com,Accrobranche Canopée Aventure operates climbing-adventure sports with built-in mature tree infrastructure and family-adventure audience; likely has $5k-level budget and operational expertise.,osm,osm:node/3137133330
95,Parcours Aventure,accrobranche,A,8.0,11.20,Bailly-Romainvilliers,77700,1 Rue du Pré des Merlans,48.8302114,2.8059655,+33971285090,contact@aventure-aventure.com,https://www.aventure-aventure.com/,"Parcours Aventure is a tier-A accrobranche with existing climbing infrastructure, adventure-seeking audience, and operational budget; strong synergy with rope-net installation.",osm,osm:node/3781119366
96,Accro des arbres,accrobranche,A,8.0,11.20,,,,48.6936388,2.4081282,,,https://portauxcerises.iledeloisirs.fr,Accro des arbres (climbing-trees specialist) operates in mature trees with adventure audience and established business model; natural fit for rope-net complementary installation.,osm,osm:node/4924038226
97,Acrobranche Angiens,accrobranche,A,8.0,11.20,,,,49.8317276,0.8092331,,,https://angiensaccrobranche.wixsite.com/,"Acrobranche operator with climbing_adventure tag and sports_centre infrastructure; existing model suggests mature trees, proven budget, and aligned audience.",osm,osm:node/6521760291
98,Fun Shop,accrobranche,A,8.0,11.20,,,,48.7270693,0.8400679,,,,Explicitly tagged as accrobranche (adventure climbing) with climbing_adventure sport; already operates similar activities and has audience; likely owns/controls outdoor space and mature trees for anchor points.,osm,osm:node/9731035403
99,Center Parcs Les Bois-Francs,treehouse_hotel,A,8.0,11.20,Verneuil-sur-Avre,27130,,48.7260237,0.8398486,+33 2 32 60 52 00,,https://www.centerparcs.fr/fr-fr/france/fp_BF_vacances-domaine-les-bois-francs,"Treehouse resort (Center Parcs) near Paris strongly implies mature trees, outdoor leisure focus, family audience, and premium discretionary budget; excellent fit for rope-net as complementary attraction.",osm,osm:way/638807480
100,Parc aventure Branches et Loisirs,accrobranche,A,8.0,11.20,,,,48.7904097,2.0170074,,,,Parc aventure (adventure park) with climbing_adventure tag; confirmed operator of similar attractions with family audience; likely mature trees and discretionary budget for rope-net enhancement.,osm,osm:way/148882733
101,Grimpobranches,accrobranche,A,8.0,11.20,,,,49.2833898,4.1349738,,,,"Existing accrobranche with landuse:leisure tag and climbing_adventure sport; strong infrastructure and audience fit, likely has mature trees and $5k+ operational budget.",osm,osm:way/875777593
102,Sherwood Parc,accrobranche,A,8.0,11.20,,,,49.113571,2.3921918,,,,"Sherwood Parc accrobranche with recreation_ground landuse and climbing_adventure focus; outdoor space, trees likely, and established adventure operator with appropriate budget.",osm,osm:way/1308483487
103,Les Conviv'hôtes,treehouse_hotel,A,8.0,11.20,,,,48.4457908,1.4936479,,,,Treehouse hotel archetype strongly suggests mature trees on-site and adventure-focused audience; premium positioning and owner control of grounds align well with the installation model.,osm,osm:node/11885477037
104,Camping Château de Chanteloup,camping,A,8.0,11.20,Sillé-le-Philippe,72460,Pays de la Loire,48.1072445,0.3411791,+33243275107,contact@chateaudechsnteloup.com,https://www.chateaudechsnteloup.com,"5-star château camping near Sillé-le-Philippe suggests premium grounds, family/leisure audience with higher spend, and likely mature trees. Premium tier and historic setting favor discretionary amenities.",osm,osm:node/26858412
105,Heliomonde,camping,A,8.0,11.20,Saint-Chéron,91530,Route de la Petite Beauce,48.5447092,2.1441514,+33 1 64 56 61 37,camping@heliomonde.fr,https://www.heliomonde.fr/,"47-hectare naturist camping village explicitly set in classified wooded area with family focus; excellent space control, mature trees confirmed, and family audience with adventure/wellness values.",osm,osm:way/153194328
106,Etape Percheronne,treehouse_hotel,A,8.0,11.20,,,11,48.1388178,0.9784319,,,https://www.letapepercheronne.com/,Treehouse hotel archetype strongly suggests mature trees and adventure-seeking audience; premium positioning indicates budget capacity; excellent fit for rope-net amenity.,osm,osm:way/126464884
107,Le Hameau des Grilles,treehouse_hotel,A,8.0,11.20,,,,47.6125965,3.104983,,,https://www.lehameaudesgrilles.com/,Treehouse hotel explicitly suggests mature trees and adventure-focused clientele; premium positioning and land control make this a strong fit.,osm,osm:way/1417945607
108,Le Clos des Cordeliers,treehouse_hotel,A,8.0,11.20,Sézanne,51120,8 Rue des Cordeliers,48.7249393,3.7210749,+33 6 07 15 58 99,leclosdescordeliers@gmail.com,http://www.chambres-hotes-sezanne.fr/,Treehouse-hotel archetype strongly suggests existing tree infrastructure and outdoor adventure positioning. Premium tier signals discretionary budget; likely has mature trees and climbing-adjacent audience.,osm,osm:node/9849505306
109,L’Étang – Base de loisirs,childrens_center,A,8.0,11.20,,,,48.2470302,3.7286273,+33763364321,contact@letangbasedeloisirs.fr,https://www.letangbasedeloisirs.fr,Leisure base with playground archetype suggests family audience and outdoor space ownership; likely has mature trees and established budget for play infrastructure.,osm,osm:way/1421703025
110,Les Hauts de ValJoly,treehouse_hotel,A,8.0,11.20,,,,50.1222953,4.1306437,,,,Treehouse chalet (Les Hauts de ValJoly) explicitly indicates existing tree-based infrastructure and premium experience positioning; private operator with adventure-oriented clientele.,osm,osm:way/347716585
111,Domaine Joli Sauvage,treehouse_hotel,A,8.0,11.20,Montgon,08390,4 Décharge Faux,49.5007214,4.7243916,,,https://www.joli-sauvage.com,"Treehouse-focused holiday domain signals existing tree infrastructure, adventure audience, and likely discretionary budget; excellent fit for rope-net installation.",osm,osm:node/12951992194
112,Les Hubiets,treehouse_hotel,A,8.0,11.20,,,,49.9158333,4.8399657,+33 324 568 965,,,Treehouse chalet with 2-star rating implies mature tree inventory and adventure-focused clientele; strong brand alignment and likely budget for enhancements.,osm,osm:node/7942192350
113,Le bivouac,treehouse_hotel,A,8.0,11.20,,,,48.3064012,4.3279276,,,,Treehouse-hotel archetype strongly suggests existing mature trees and target audience (adventure-seekers); likely has budget and long-term land control for premium positioning.,osm,osm:node/10181316225
114,Aux couleurs du lac,treehouse_hotel,A,8.0,11.20,,,,48.3061343,4.328064,,,,"Treehouse-hotel archetype with lake theming indicates mature trees on-site and affluent, adventure-minded clientele; strong fit for premium rope-net installation.",osm,osm:node/10181316226
115,Ferme du Mont-Moret,treehouse_hotel,A,8.0,11.20,,,,48.6897108,4.568885,+33326720997,,https://ferme-mont-moret.com/,Treehouse-hotel archetype suggests existing tree infrastructure and adventure-focused audience; likely has mature trees and discretionary budget for premium positioning.,osm,osm:node/4215353990
116,Le Petit Village,treehouse_hotel,A,8.0,11.20,,,,47.7413694,4.1730373,,,,Treehouse-hotel archetype with chalet tags indicates existing aerial/climbing infrastructure and premium adventure positioning; strong fit for rope-net upgrade.,osm,osm:node/4813976484
117,Le clos du mûrier,treehouse_hotel,A,8.0,11.20,,,,47.7601767,4.1739401,,,,Treehouse-hotel concept ('clos du mûrier' suggests orchard/garden setting) indicates mature trees and adventure-tourist audience with discretionary spending.,osm,osm:node/9800773544
118,Gîte du Moulin Rouge,treehouse_hotel,A,8.0,11.20,,,,47.7790751,1.6347374,,,https://www.gites-de-france.com/fr/centre-val-de-loire/loiret/gite-du-moulin-rouge-h45g011689,"Treehouse-hotel ('Moulin Rouge' gîte suggests historic rural property) implies mature trees, adventure appeal, and premium guest base with discretionary income.",osm,osm:node/11780476416
119,Gîtes communaux,treehouse_hotel,A,8.0,11.20,,89220,,47.6988419,2.9506381,,,,Treehouse hotel archetype strongly suggests mature trees on-site and family-oriented active leisure positioning. Operator likely has discretionary budget and long-term property control.,osm,osm:node/4561278767
120,Corsaires et Pirates,leisure_park,A,8.0,11.20,,,,47.8136458,3.5780711,,,,Theme park archetype 'Corsaires et Pirates' suggests active outdoor play audience and discretionary budget. Likely outdoor space and potential existing infrastructure; strong family/adventure positioning.,osm,osm:node/4186127868
121,L'Escale,treehouse_hotel,A,8.0,11.20,Fontaine-Simon,28240,1 Rue de la Mairie,48.5037414,1.0193515,+33 2 37 81 84 98,,https://www.lescalefontainesimon.com,Treehouse hotel in Fontaine-Simon strongly suggests mature trees on-site and premium discretionary budget; active outdoor play aligns with guest expectations.,osm,osm:node/13200373065
122,Le Gîte de Bouchelin,treehouse_hotel,A,8.0,11.20,Azay-sur-Cher,37270,2,47.3395171,0.8517133,,,,Treehouse gîte in Azay-sur-Cher indicates mature trees and premium positioning; outdoor adventure-oriented clientele and owner discretionary budget align well.,osm,osm:node/5951730579
123,Chalets de Sancerre,treehouse_hotel,A,8.0,11.20,,18300,2 Route des Varvottes,47.2971145,2.8643107,+33977916482,,,Treehouse hotel explicitly indicates mature trees and adventure-oriented guests; premium positioning suggests $5k budget; strong fit for aerial rope-net complementing existing tree-based accommodation.,osm,osm:node/5084546121
124,gîte de la Colinière,treehouse_hotel,A,8.0,11.20,,,,47.4613847,0.8683035,,,http://gite-la-coliniere-chancay.wifeo.com/,Treehouse hotels inherently have mature trees and cater to adventure-seeking families; strong discretionary budget and outdoor control are typical of this archetype. High likelihood of existing aerial/climbing infrastructure or tree canopy ideal for rope-net installation.,osm,osm:node/10293099995
125,Le Moulin de Bacchus,treehouse_hotel,A,8.0,11.20,,,,47.4420448,0.8649722,,,https://www.moulin-de-bacchus.com/,"Treehouse hotel archetype indicates mature trees, adventure-focused audience, and premium positioning with capacity for ~$5k investment. Excellent fit for rope-net feature as complementary attraction.",osm,osm:node/10293099996
126,Le Clos de la Brenne,treehouse_hotel,A,8.0,11.20,,,,47.4538068,0.8746,,,http://ClosDeLaBrenne.com,"Treehouse hotel positioning suggests established tree assets, family/adventure clientele, and discretionary budget for experiential upgrades like rope-net installations.",osm,osm:node/10293099997
127,Les Arsolines,treehouse_hotel,A,8.0,11.20,,,,47.4487238,0.8552693,,,,"Treehouse hotel archetype strongly indicates mature trees on-site, adventure-seeking audience, and premium budget capacity suitable for a $5k aerial feature.",osm,osm:node/10293100006
128,Moulin de Farault,treehouse_hotel,A,8.0,11.20,Aulnay-la-Rivière,45390,25 Rue du Moulin de Farault,48.1892929,2.3671961,,contact@farault.fr,http://www.farault.fr,Treehouse hotel archetype indicates existing aerial/climbing infrastructure and mature trees on-site; audience values nature/adventure and operator likely has discretionary budget for premium experiences.,osm,osm:node/13227800946
129,Huttopia Calvados,camping,A,8.0,11.20,Moyaux,14590,Le Valsery,49.2090852,0.3907825,+33 2 31 63 63 08,,https://europe.huttopia.com/en/site/calvados-normandy/,4-star campsite in Normandy with strong family/camper base; tier-A rating and 4-star status suggest adequate budget and outdoor amenities; likely mature trees on grounds.,osm,osm:way/653748265
130,Gîte Kaleo Bruly - Ecole,treehouse_hotel,A,8.0,11.20,Brûly-de-Pesche,5660,1 Place Saint-Meen,50.001437,4.4604709,+32 2 209 03 00,,https://www.kaleo-asbl.be/fr/gites/bruly-ecole/,Treehouse hotel/chalet archetype strongly indicates mature trees and adventure-oriented audience; established infrastructure suggests $5k budget capability and clear alignment.,osm,osm:way/343091809
131,Base de Loisirs de Brou,leisure_park,A,8.0,11.20,,,,48.2096876,1.1419412,,,,Water park and leisure facility explicitly targets outdoor recreation and families; likely controlled grounds with trees; good budget fit as established operator.,osm,osm:way/441974528
132,Domaine de Drancourt,camping,A,8.0,11.20,,,,50.1509836,1.6340216,+33 3 22 26 93 45,,https://www.chateau-drancourt.fr/,"4-star domain campground signals premium positioning, strong family appeal, and discretionary budget; rural estate name suggests mature trees and controlled grounds.",osm,osm:way/33724062
133,Bivouac des Crayats,camping,A,8.0,11.20,,,,50.0325118,4.318089,,,https://www.cm-tourisme.be/fr/a/aire-de-bivouac-des-crayats-anciennement-taille-des-sarts,Explicit 'campsite in the woods' description strongly indicates mature trees and outdoor-focused audience. Basic positioning suggests opportunity for premium activity upgrade.,osm,osm:way/626877144
134,Châlet de la Vallée des Prés,treehouse_hotel,A,8.0,11.20,Oignies-en-Thiérache,5670,45 Rue Pairière,50.0185302,4.6501363,,,,Treehouse hotel archetype and tier-A status indicate mature trees and adventure-oriented audience; clear positioning for active outdoor experiences and premium pricing.,osm,osm:way/730842036
