rank,name,archetype,tier,fit_score,ranked_score,email,phone,website,commune,postcode,reasoning
99,Camping Le Sabot Azay-le-Rideau,camping,A,7.0,9.80,contact@campinglesabot.fr,+33 2 46 23 25 04,https://camping-azay-le-rideau.fr/,,,3-star campsite attracts families seeking outdoor adventure; typically has mature grounds with trees and adequate budget; good fit unless highly regulated public site.
100,Camping Les Rives de Paris - Neuilly-sur-Marne,camping,A,7.0,9.80,camping.lesrivesdeparis@neuillysurmarne.fr,+33 1 43 08 21 21,https://camping.lesrivesdeparis.fr/,Neuilly-sur-Marne,93330,"Camping attracts families and outdoor enthusiasts with discretionary spending; likely has green space and trees on-site. Strong audience fit and owned/controlled land, though tree maturity unknown from tags alone."
101,Camping de Tournefeuille,camping,A,7.0,9.80,romo2015@outlook.fr,+33 2 54 76 16 60,http://www.campingromorantin.com/,,,3-star camping with outdoor recreation focus attracts families and adventure seekers; typically has trees and green space. Owned/controlled land and reasonable discretionary budget for amenities.
102,Le Jardin de Sully,camping,A,7.0,9.80,lejardindesully@gmail.com,+332 38 67 10 84,https://www.camping-bord-de-loire.com/camping-le-jardin-de-sully.php,,,"3-star camping with leisure positioning suggests family appeal, owned green space, and mature trees; good discretionary budget and audience fit for aerial activity."
103,Vitamin',camping,A,7.0,9.80,contact@camping-vitamin.com,+33 2 35 82 11 11,https://www.camping-vitamin.com,Saint-Aubin-sur-Scie,76550,"4-star campground indicates premium market segment and discretionary budget; outdoor family-oriented venue likely has trees, though not guaranteed."
104,Le Marqueval,camping,A,7.0,9.80,contact@campinglemarqueval.com,+33 2 35 82 66 46,https://www.campinglemarqueval.com,Hautot-sur-Mer,76550,"4-star coastal campground suggests premium positioning and family audience; outdoor space owned long-term, though tree presence unclear in seaside setting."
105,Domaine de la Catinière,camping,A,7.0,9.80,info@camping-catiniere.com,+33 232 576 351,https://www.camping-honfleur.com,Fiquefleur-Équainville,27210,4-star campground indicates premium segment with discretionary budget and family/active-play audience; likely has trees given typical Normandy/Eure landscape.
106,Camping de la Vallée de l'Oise,camping,A,7.0,9.80,camping.guise@outlook.fr,+33 6 74 08 50 54,https://campingguise.wixsite.com/camping-vallee-oise,Guise,02120,3-star campsite tagged as 'leisure park' explicitly confirms family/active-play audience and owned grounds. Likely trees on parkland; public/municipal status slightly complicates procurement but leisure parks are allowable.
107,La Confluence,camping,A,7.0,9.80,campinglaconfluence@onlycamp.fr,+33 2 47 50 00 25,https://camping-savonnieres.fr/,Savonnières,37510,"3-star municipal camping in Savonnières with family focus, adequate budget tier, and outdoor grounds likely to have mature trees suitable for anchoring."
108,Port de Plaisance,camping,A,7.0,9.80,contact@camping-plaisance.com,+33 3 22 84 19 31,https://camping-plaisance.com/,Péronne,80200,"3-star pleasure-port camping in Péronne; family-oriented riverside location likely has trees, adequate budget tier, and strong outdoor recreation positioning."
109,Camping de la Forêt,camping,A,7.0,9.80,info@campinglaforet.com,+33 2 35 37 93 43,https://www.campinglaforet.com,Jumièges,76480,"4-star quality-labeled campground near Jumièges abbey suggests premium positioning, strong family appeal, and likely mature trees in Norman woodland setting."
110,Camping des Bords de Loire,camping,A,7.0,9.80,mairie@chouzesurloire.fr,+33 2 47 95 10 10,https://chouze-sur-loire.fr/tourisme/hebergement-restauration/camping-municipal/,Chouzé-sur-Loire,37140,Riverside camping in Loire valley likely has mature trees on-site and family audience seeking outdoor recreation; good discretionary budget potential for campground amenity upgrade.
111,La Gravière du Moulin,camping,A,7.0,9.80,lagravieredumoulin@lezinnes.fr,+33386756867,https://gravieredumoulin.lezinnes.fr/,,,3-star camping with 'Gravière du Moulin' name suggests riverside location with natural features; family audience and decent budget capacity for amenity differentiation.
112,DOMAINE DE LA NOUE DES ROIS,camping,A,7.0,9.80,contact@lanouedesrois.com,+33 3 25 24 41 60,https://www.lanouedesrois.com/,Saint-Hilaire-sous-Romilly,10100,"4-star campsite with likely mature grounds and family audience; good budget potential and outdoor space control, though outdoor activity infrastructure unknown."
113,Camping municipal Le Parc,camping,A,7.0,9.80,mairie-sg.lamaillerayesurseine@wanadoo.fr,+33 2 35 37 12 04,https://www.seine-maritime-tourisme.com/diffusio/fr/je-choisis/un-hebergement/campings/arelaune-en-seine/camping-le-parc_TFOHPANOR076FS0003N.php,Arelaune-en-Seine,76940,"Municipal camping in a château park setting with Seine-side location and explicit mention of forest suggests mature trees and natural space. Camping audience aligns with families and outdoor enthusiasts, and municipal ownership provides stability, though budget clarity is uncertain."
114,Camping des Trois Sources,camping,A,7.0,9.80,freulon692@gmail.com,+33 1 75 46 95 24,,,,Campsite archetype suggests outdoor grounds and family/leisure focus; typical French campsites have mature trees and grounds suitable for rope-net installations. Good budget tier.
115,Le Pré des Moines,camping,A,7.0,9.80,contact@camping-lepredesmoines.com,+33 3 44 56 60 48,https://www.camping-lepredesmoines.com/,,,Standard campsite with family audience and typical outdoor grounds; French campsites often feature mature trees and have budgets for guest amenities. Good fit.
116,Camping Barre y va,camping,A,7.0,9.80,campingbarreyva@orange.fr,+33 2 35 96 26 38,https://www.camping-barre-y-va.com,Rives-en-Seine,76490,4-star campsite with swimming pool indicates premium positioning and family focus; Rives-en-Seine suggests riverside location with likely mature trees and grounds.
117,Camping Municipal Alésia,camping,A,7.0,9.80,camping@ville-venareyleslaumes.fr,+33 3 80 96 07 76,https://www.venareyleslaumes.fr/camping-municipal-alesia,VENAREY-LES LAUMES,21150,"Municipal camping with established infrastructure, family audience, and outdoor space; strong candidate despite public/municipal nature (camping parks often have budgets for amenities)."
118,Le Clos des Charmilles,camping,A,7.0,9.80,camping@cany-barville.fr,+33 2 35 97 70 37,https://www.camping-cany-barville.fr,,,3-star camping with family audience and established grounds; strong discretionary budget and outdoor space; good fit if mature trees present.
119,Le Brévedent,camping,A,7.0,9.80,contact@campinglebrevedent.com,+33 2 31 64 72 88,https://www.campinglebrevedent.com/,,,"4-star campsite with family audience and likely outdoor grounds; strong budget potential and family-oriented positioning, though trees and long-term control not explicitly confirmed."
120,Les Iles,camping,A,7.0,9.80,info@les-iles-parc-de-loisirs.fr,+33 2 37 64 55 77,https://www.les-iles-parc-de-loisirs.fr/,Ivry-la-Bataille,27540,4-star campsite in Ivry-la-Bataille signals premium positioning and higher budget; family camping audience values outdoor play; likely mature trees on-site.
121,Camping Loire et Châteaux,camping,A,7.0,9.80,camping@loireetchateaux.com,+33 9 88 28 24 85; +33 7 72 23 41 24,https://www.loireetchateaux.com/,Bréhémont,37130,A-tier campsite in Loire Valley with family/outdoor audience and likely mature trees; good budget positioning for leisure operator. Primary question is whether trees are mature/well-spaced enough for rope anchors.
122,Camping du Château et de l'Oseraie,camping,A,7.0,9.80,jsg-bred@wanadoo.fr,+33 322 831 759,https://www.camping-chateau-oseraie.fr/,,,3-star camping with likely grounds and family audience. 'Château et l'Oseraie' name suggests scenic estate with mature vegetation and long-term land control.
123,Camping des Etangs de Marsalin,camping,A,7.0,9.80,camping.etangs.de.marsalin@wanadoo.fr,+33 2 37 82 92 23,http://www.campingdemarsalin.fr/camping-eure-et-loir.html,Vert-en-Drouais,28500,3-star camping with 'Etangs' (ponds) name suggesting scenic grounds; family audience and land ownership. Likely mature trees and waterside setting.
124,Camping le Mont Cesar,camping,A,7.0,9.80,lemontcesar@orange.fr,+33 3 44 57 02 05,https://www.lemontcesar.com/,Gouvieux,60270,Named camping site with 'Mont Cesar' suggesting topography and possibly wooded terrain; family-oriented archetype and long-term land control in Gouvieux area.
125,Couleurs du Monde,camping,A,7.0,9.80,contact@camping-couleurs-du-monde.com,+33 2 54 32 06 08,https://www.camping-couleurs-du-monde.com,,,4-star campsite strongly suggests quality grounds with mature trees and family clientele; excellent space control and operator budget for installation.
126,Gite Chambres d'Hotes,treehouse_hotel,A,7.0,9.80,dm.cutini@orange.fr,+33 2 47 95 57 85,http://www.lajuranvillerie.com,,37420,Treehouse/chalet hotel archetype strongly suggests existing tree infrastructure and adventure-focused clientele; Tier A suggests solid operator with budget capacity and outdoor commitment.
127,L'Aiguille Creuse,camping,A,7.0,9.80,camping@aiguillecreuse.com,+33235295210,https://www.campingaiguillecreuse.com/,Les Loges,76790,"4-star campsite with bike-focused hospitality and large common spaces (200m²) suggests budget flexibility, family/active audience, and professional operations; likely has grounds and trees for installation."
128,Camping les Aubépines,camping,A,7.0,9.80,contact@camping-lesaubepines.com,+33 3 22 27 01 34,https://www.camping-lesaubepines.com/,,,4-star campsite with elevated amenities and positioning; family audience and premium tier suggest discretionary budget; likely has developed grounds with trees.
129,Aire naturelle de camping La Pâture,camping,A,7.0,9.80,contact@lapature.fr,+33 2 27 30 68 03,https://www.lapature.fr,Yport,76111,Coastal Normandy camping with family appeal and natural setting; rural location near Yport suggests trees. Established operator likely has modest budget for attractions.
130,La Chênaie,camping,A,7.0,9.80,camping.yport@flowercampings.com,+33 2 35 27 33 56,https://www.camping-normandie-yport.com,Yport,76111,Campsite with name 'La Chênaie' (oak grove) strongly suggests mature trees on-site; family-oriented audience; 3-star tier indicates established operator with discretionary budget.
131,Camping de la Forêt,camping,A,7.0,9.80,camping@agglo-montargoise.fr,+33 2 38 98 00 20,https://www.agglo-montargoise.fr/loisirs-et-tourisme/campings-de-l-ame/camping-de-la-foret-a-montargis-11209,Montargis,45200,"Forest-based 3-star campground with explicit 'in forest' positioning; mature trees highly likely, family/outdoor audience, tier-A budget, and private operator control. Strong candidate."
132,Campsite l'Île d'Amour,camping,A,7.0,9.80,hello@iledamour.com,+33 3 86 67 03 62,https://iledamour.com/,Pont-sur-Yonne,89140,Campsite l'Île d'Amour targets families seeking active play; island/riverside location and campsite tier suggest owned outdoor space with likely tree coverage for adventure activities.
133,La Grenouillère,camping,A,7.0,9.80,grenouillere@capfun.com,+33 2 54 87 80 37,http://www.camping-loire.com/,,,3-star camp site with family audience and premium tier; name suggests water feature and natural setting with probable trees; solid budget signal.
134,Les Cochards,camping,A,7.0,9.80,camping@lescochards.com,+33 2 54 75 15 59,http://www.lescochards.com/,,,4-star camping suggests higher discretionary budget and quality-focused positioning; likely appeals to families with outdoor interests and may have mature grounds.
135,Les Saules,camping,A,7.0,9.80,contact@camping-cheverny.com,+33 2 54 79 90 01,https://www.camping-cheverny.com/,Cheverny,41700,Camping site with likely outdoor grounds and family audience; good potential for mature trees and discretionary budget for activity enhancements. Tier A positioning suggests established operation with resources.
136,Camping Le Bois Fleuri,camping,A,7.0,9.80,campingleboisfleuri@gmail.com,+33 2 37 24 03 04,http://www.camping-chartres.com,Illiers-Combay,28120,"Camping Le Bois Fleuri (3-star) in a rural area likely has mature trees and serves families seeking outdoor activity; ""Bois"" suggests woodland. Budget is reasonable for a mid-tier operator."
137,Domaine de la Motte,camping,A,7.0,9.80,contact@domainedelamotte.eu,+33 3 24 53 54 73,https://www.dm08.fr/,Signy-le-Petit,08380,Domaine de la Motte (3-star campsite) suggests rural woodland estate with likely mature trees and family-oriented recreation; reasonable budget for mid-tier operator.
138,Gîte au Manoir Le Louis XXI,treehouse_hotel,A,7.0,9.80,lelouisxxi@orange.fr,+33 3 27 78 01 42,https://www.manoirlelouisxxi.com,Masnières,59241,Treehouse hotel archetype and garden tags suggest mature trees on-site and outdoor leisure orientation; likely operator with budget for premium guest experiences. Good ownership/control and target audience fit.
139,Club Soleil de Troyes,camping,A,7.0,9.80,club-du-soleil-troyes@orange.fr,+33 3 25 41 70 82,https://www.cstroyes.fr/,Verrières,10390,Activities-focused club campground with membership-based model suggesting discretionary budget and audience seeking experiential offerings; likely wooded club grounds.
140,Ferme du Pollet,camping,A,7.0,9.80,lafermedupollet.com@gmail.com,+33 6 86 71 17 56,,,,Farm-based campsite suggests rural setting with likely mature trees and family/experiential audience; farmyard tag indicates land control and outdoor space suitable for rope-net installation.
